run_id,batch_run,model,embedding_model,retrieval_mode,score_type,condition,text_index,party,n_chunks,score_top1,score_top5,score_mean,score_variance,score_range,score_mean_normalized,score_range_normalized,score_variance_normalized,predicted_bias,label_ideology,abs_error
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,334,CDU,5,0.9449,0.9428,0.94414,8.929999999999876e-07,0.0020999999999999908,0.8930446194225741,0.03167420814479616,0.00020315354358473484,6.5,4.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,68,BÜNDNIS 90/DIE GRÜNEN,5,0.94,0.9371,0.9378399999999999,1.5179999999999055e-06,0.0028999999999999027,0.789698162729659,0.04374057315233637,0.0003453382745370815,7.0,2.4,4.6
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,683,SPD,5,0.9309,0.9249,0.9275800000000001,4.696999999999816e-06,0.005999999999999894,0.621391076115488,0.09049773755655943,0.0010685466900531683,5.8,2.7,3.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,399,FDP,5,0.9309,0.9269,0.92974,2.8480000000000166e-06,0.0040000000000000036,0.6568241469816289,0.0603318250377074,0.0006479073820037384,5.8,4.3,1.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,216,BÜNDNIS 90/DIE GRÜNEN,5,0.9549,0.948,0.9506599999999998,6.5779999999999944e-06,0.006900000000000017,1.0,0.10407239819004543,0.0014964658563274443,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,807,SPD,5,0.9317,0.9262,0.92868,4.396999999999926e-06,0.005499999999999949,0.6394356955380583,0.08295625942684681,0.0010002980191960577,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,87,BÜNDNIS 90/DIE GRÜNEN,5,0.9364,0.9334,0.9349599999999999,1.442999999999983e-06,0.0030000000000000027,0.74245406824147,0.04524886877828049,0.00032827610682281444,3.5,2.4,1.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,539,DIE LINKE,5,0.9357,0.9327,0.9344199999999999,2.0869999999999844e-06,0.0030000000000000027,0.7335958005249348,0.04524886877828049,0.00047478325359613096,4.5,1.3,3.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,713,SPD,5,0.9348,0.9293,0.93122,4.506999999999908e-06,0.005499999999999949,0.6811023622047268,0.08295625942684681,0.0010253225318436693,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,522,DIE LINKE,5,0.945,0.9419,0.94374,1.8430000000000159e-06,0.0030999999999999917,0.8864829396325485,0.04675716440422306,0.00041927433463233624,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,772,SPD,5,0.9437,0.9401,0.94176,2.557999999999968e-06,0.0035999999999999366,0.8540026246719189,0.05429864253393568,0.0005819336668418306,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,435,DIE LINKE,5,0.9451,0.9406,0.9430799999999999,3.7270000000000653e-06,0.0045000000000000595,0.8756561679790035,0.06787330316742168,0.0008478759876151558,1.1,1.3,0.19999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,30,AfD,5,0.9181,0.913,0.91456,4.1280000000000586e-06,0.005099999999999993,0.4078083989501325,0.07692307692307682,0.0009391017109941914,5.8,6.5,0.7000000000000002
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,776,SPD,5,0.9248,0.9237,0.9243399999999999,2.0299999999999082e-07,0.0010999999999999899,0.5682414698162731,0.016591251885369362,4.618160061332578e-05,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,434,DIE LINKE,5,0.943,0.9402,0.9414999999999999,1.0399999999999263e-06,0.0027999999999999137,0.8497375328083994,0.04223227752639391,0.00023659539230471837,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,39,AfD,5,0.9396,0.936,0.9376,2.7999999999999825e-06,0.0035999999999999366,0.7857611548556448,0.05429864253393568,0.0006369875946665896,6.8,6.5,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,213,BÜNDNIS 90/DIE GRÜNEN,5,0.934,0.932,0.9327,6.700000000000134e-07,0.0020000000000000018,0.7053805774278228,0.0301659125188537,0.0001524220315809378,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,292,BÜNDNIS 90/DIE GRÜNEN,5,0.9456,0.9441,0.9448599999999999,3.8799999999998563e-07,0.0014999999999999458,0.9048556430446205,0.022624434389139414,8.826828097522428e-05,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,782,SPD,5,0.9302,0.927,0.9284800000000001,1.4319999999999867e-06,0.0031999999999999806,0.6361548556430474,0.04826546003016563,0.00032577365555805474,,2.7,
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,451,DIE LINKE,5,0.9398,0.9377,0.9384799999999999,7.069999999999986e-07,0.0020999999999999908,0.8001968503937006,0.03167420814479616,0.00016083936765331407,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,205,AfD,5,0.9393,0.9368,0.9380000000000001,1.0300000000000227e-06,0.0025000000000000577,0.7923228346456721,0.03770739064856787,0.0002343204366095012,2.1,6.5,4.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,327,CDU,5,0.9364,0.9341,0.9353400000000001,7.329999999999662e-07,0.0022999999999999687,0.7486876640419975,0.03469079939668118,0.00016675425246092483,3.8,4.7,0.9000000000000004
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,708,SPD,5,0.9256,0.9211,0.9226599999999999,3.5479999999999167e-06,0.0044999999999999485,0.5406824146981626,0.06787330316741996,0.0008071542806703635,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,251,BÜNDNIS 90/DIE GRÜNEN,5,0.9314,0.9288,0.93026,1.0380000000000278e-06,0.0026000000000000467,0.6653543307086626,0.03921568627451055,0.0002361404011656939,,2.4,
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,577,DIE LINKE,5,0.9344,0.9295,0.9314,5.925000000000037e-06,0.0049000000000000155,0.6840551181102379,0.07390648567119174,0.0013479112494284228,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,197,AfD,5,0.9286,0.9255,0.9267199999999999,1.5070000000000167e-06,0.0030999999999999917,0.6072834645669284,0.04675716440422306,0.00034283582327234493,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,345,CSU,5,0.9253,0.9215,0.9229800000000001,2.236999999999999e-06,0.0038000000000000256,0.545931758530187,0.05731523378582243,0.0005089075890247036,4.5,5.4,0.9000000000000004
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,741,SPD,5,0.9385,0.934,0.93598,4.216999999999896e-06,0.0044999999999999485,0.7591863517060391,0.06787330316742002,0.0009593488166817704,3.8,2.7,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,339,CDU,5,0.9292,0.9265,0.9275400000000001,1.79800000000002e-06,0.0027000000000000357,0.6207349081364866,0.04072398190045301,0.00040903703400376655,6.8,4.7,2.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,706,SPD,5,0.9368,0.9348,0.93568,5.169999999999971e-07,0.0020000000000000018,0.7542650918635182,0.03016591251885381,0.00011761520944379613,2.1,2.7,0.6000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,528,DIE LINKE,5,0.9369,0.9323,0.93384,3.357999999999928e-06,0.0045999999999999375,0.7240813648293981,0.06938159879336248,0.0007639301224608477,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,138,AfD,5,0.9459,0.9397,0.9425800000000001,5.2969999999999715e-06,0.006199999999999983,0.8674540682414734,0.09351432880844612,0.0012050440317674723,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,353,FDP,5,0.9246,0.9208,0.92242,2.3020000000000146e-06,0.0038000000000000256,0.5367454068241484,0.05731523378582243,0.0005236948010437531,3.5,4.3,0.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,617,SPD,5,0.9355,0.9282,0.9305200000000001,8.821999999999944e-06,0.007299999999999973,0.6696194225721821,0.11010558069381549,0.002006965914338803,3.8,2.7,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,66,BÜNDNIS 90/DIE GRÜNEN,5,0.9458,0.9409,0.9426399999999999,3.583000000000018e-06,0.0049000000000000155,0.8684383202099747,0.07390648567119174,0.000815116625603719,6.5,2.4,4.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,64,BÜNDNIS 90/DIE GRÜNEN,5,0.9369,0.9336,0.9349599999999999,1.7779999999999405e-06,0.0032999999999999696,0.74245406824147,0.04977375565610809,0.0004044871226132722,5.8,2.4,3.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,671,SPD,5,0.9395,0.9341,0.9367000000000001,5.134999999999946e-06,0.00539999999999996,0.7709973753280873,0.08144796380090435,0.001168189749504615,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,140,AfD,5,0.9434,0.9377,0.94012,4.717000000000069e-06,0.005700000000000038,0.8270997375328097,0.0859728506787335,0.0010730966014437,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,23,BÜNDNIS 90/DIE GRÜNEN,5,0.942,0.9394,0.94058,1.276999999999963e-06,0.0025999999999999357,0.8346456692913402,0.039215686274508776,0.0002905118422818625,2.3,2.4,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,110,BÜNDNIS 90/DIE GRÜNEN,5,0.9265,0.9243,0.9254999999999999,7.349999999999601e-07,0.0021999999999999797,0.5872703412073483,0.033182503770738725,0.0001672092435999715,5.8,2.4,3.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,cosine,e5/hyde,212,AfD,5,0.9351,0.9287,0.9315,7.075000000000163e-06,0.006400000000000072,0.6856955380577443,0.09653092006033281,0.0016095311543808024,6.8,6.5,0.2999999999999998
