run_id,batch_run,model,embedding_model,retrieval_mode,condition,text_index,target_party,n_chunks,n_inparty,inparty_ratio,has_inparty,retrieval_type,predicted_bias,label_ideology,abs_error
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,334,CDU/CSU,5,1,0.2,True,In-Party Match,6.5,4.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,68,Greens,5,3,0.6,True,In-Party Match,7.0,2.4,4.6
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,683,SPD,5,0,0.0,False,Out-Party Noise,5.8,2.7,3.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,399,FDP,5,0,0.0,False,Out-Party Noise,5.8,4.3,1.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,216,Greens,5,2,0.4,True,In-Party Match,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,807,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,87,Greens,5,1,0.2,True,In-Party Match,3.5,2.4,1.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,539,Left,5,0,0.0,False,Out-Party Noise,4.5,1.3,3.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,713,SPD,5,2,0.4,True,In-Party Match,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,522,Left,5,2,0.4,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,772,SPD,5,2,0.4,True,In-Party Match,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,435,Left,5,5,1.0,True,In-Party Match,1.1,1.3,0.19999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,30,AfD,5,1,0.2,True,In-Party Match,5.8,6.5,0.7000000000000002
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,776,SPD,5,1,0.2,True,In-Party Match,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,434,Left,5,3,0.6,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,39,AfD,5,1,0.2,True,In-Party Match,6.8,6.5,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,213,Greens,5,1,0.2,True,In-Party Match,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,292,Greens,5,0,0.0,False,Out-Party Noise,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,782,SPD,5,1,0.2,True,In-Party Match,,2.7,
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,451,Left,5,1,0.2,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,205,AfD,5,0,0.0,False,Out-Party Noise,2.1,6.5,4.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,327,CDU/CSU,5,3,0.6,True,In-Party Match,3.8,4.7,0.9000000000000004
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,708,SPD,5,0,0.0,False,Out-Party Noise,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,251,Greens,5,1,0.2,True,In-Party Match,,2.4,
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,577,Left,5,2,0.4,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,197,AfD,5,0,0.0,False,Out-Party Noise,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,345,CDU/CSU,5,0,0.0,False,Out-Party Noise,4.5,5.4,0.9000000000000004
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,741,SPD,5,2,0.4,True,In-Party Match,3.8,2.7,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,339,CDU/CSU,5,3,0.6,True,In-Party Match,6.8,4.7,2.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,706,SPD,5,3,0.6,True,In-Party Match,2.1,2.7,0.6000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,528,Left,5,1,0.2,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,138,AfD,5,1,0.2,True,In-Party Match,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,353,FDP,5,0,0.0,False,Out-Party Noise,3.5,4.3,0.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,617,SPD,5,1,0.2,True,In-Party Match,3.8,2.7,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,66,Greens,5,1,0.2,True,In-Party Match,6.5,2.4,4.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,64,Greens,5,2,0.4,True,In-Party Match,5.8,2.4,3.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,671,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,140,AfD,5,2,0.4,True,In-Party Match,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,23,Greens,5,2,0.4,True,In-Party Match,2.3,2.4,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,110,Greens,5,0,0.0,False,Out-Party Noise,5.8,2.4,3.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,212,AfD,5,2,0.4,True,In-Party Match,6.8,6.5,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,558,Left,5,3,0.6,True,In-Party Match,1.1,1.3,0.19999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,240,Greens,5,2,0.4,True,In-Party Match,1.2,2.4,1.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,478,Left,5,1,0.2,True,In-Party Match,3.2,1.3,1.9000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,214,Greens,5,1,0.2,True,In-Party Match,6.5,2.4,4.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,406,FDP,5,0,0.0,False,Out-Party Noise,6.8,4.3,2.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,67,Greens,5,1,0.2,True,In-Party Match,1.2,2.4,1.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,680,SPD,5,3,0.6,True,In-Party Match,5.8,2.7,3.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,530,Left,5,3,0.6,True,In-Party Match,3.2,1.3,1.9000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,538,Left,5,0,0.0,False,Out-Party Noise,2.1,1.3,0.8
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,653,SPD,5,4,0.8,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,335,CDU/CSU,5,1,0.2,True,In-Party Match,4.5,4.7,0.20000000000000018
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,496,Left,5,2,0.4,True,In-Party Match,7.0,1.3,5.7
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,804,SPD,5,3,0.6,True,In-Party Match,3.8,2.7,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,432,Left,5,2,0.4,True,In-Party Match,2.1,1.3,0.8
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,569,Left,5,3,0.6,True,In-Party Match,4.5,1.3,3.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,801,SPD,5,2,0.4,True,In-Party Match,1.2,2.7,1.5000000000000002
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,783,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,817,SPD,5,2,0.4,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,546,Left,5,1,0.2,True,In-Party Match,7.0,1.3,5.7
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,381,FDP,5,2,0.4,True,In-Party Match,4.5,4.3,0.20000000000000018
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,775,SPD,5,1,0.2,True,In-Party Match,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,261,Greens,5,1,0.2,True,In-Party Match,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,507,Left,5,1,0.2,True,In-Party Match,3.2,1.3,1.9000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,666,SPD,5,2,0.4,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,369,FDP,5,0,0.0,False,Out-Party Noise,3.2,4.3,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,50,CDU/CSU,5,0,0.0,False,Out-Party Noise,4.2,4.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,97,AfD,5,2,0.4,True,In-Party Match,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,777,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,651,SPD,5,0,0.0,False,Out-Party Noise,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,483,Left,5,2,0.4,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,600,SPD,5,2,0.4,True,In-Party Match,3.5,2.7,0.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,816,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,33,AfD,5,2,0.4,True,In-Party Match,6.8,6.5,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,31,AfD,5,3,0.6,True,In-Party Match,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,819,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,494,Left,5,3,0.6,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,337,CDU/CSU,5,1,0.2,True,In-Party Match,5.8,4.7,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,297,Greens,5,1,0.2,True,In-Party Match,1.2,2.4,1.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,300,Greens,5,0,0.0,False,Out-Party Noise,4.2,2.4,1.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,441,Left,5,0,0.0,False,Out-Party Noise,4.5,1.3,3.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,405,FDP,5,0,0.0,False,Out-Party Noise,4.5,4.3,0.20000000000000018
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,73,Greens,5,1,0.2,True,In-Party Match,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,78,Greens,5,1,0.2,True,In-Party Match,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,749,SPD,5,3,0.6,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,523,Left,5,3,0.6,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,352,FDP,5,3,0.6,True,In-Party Match,2.1,4.3,2.1999999999999997
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,582,Left,5,1,0.2,True,In-Party Match,5.8,1.3,4.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,366,FDP,5,0,0.0,False,Out-Party Noise,4.5,4.3,0.20000000000000018
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,444,Left,5,1,0.2,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,607,SPD,5,1,0.2,True,In-Party Match,1.3,2.7,1.4000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,351,FDP,5,0,0.0,False,Out-Party Noise,3.2,4.3,1.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,156,AfD,5,3,0.6,True,In-Party Match,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,614,SPD,5,3,0.6,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,317,Greens,5,0,0.0,False,Out-Party Noise,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,622,SPD,5,2,0.4,True,In-Party Match,4.2,2.7,1.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,769,SPD,5,2,0.4,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,55,Greens,5,2,0.4,True,In-Party Match,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,771,SPD,5,2,0.4,True,In-Party Match,5.8,2.7,3.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,502,Left,5,1,0.2,True,In-Party Match,4.5,1.3,3.2
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,266,Greens,5,0,0.0,False,Out-Party Noise,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,548,Left,5,4,0.8,True,In-Party Match,1.1,1.3,0.19999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,98,AfD,5,2,0.4,True,In-Party Match,2.1,6.5,4.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,583,Left,5,2,0.4,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,77,CDU/CSU,5,2,0.4,True,In-Party Match,4.2,4.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,121,AfD,5,1,0.2,True,In-Party Match,6.5,6.5,0.0
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,395,FDP,5,1,0.2,True,In-Party Match,4.5,4.3,0.20000000000000018
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,785,SPD,5,0,0.0,False,Out-Party Noise,5.8,2.7,3.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,358,FDP,5,0,0.0,False,Out-Party Noise,3.2,4.3,1.0999999999999996
