run_id,model,embedding_model,retrieval_mode,condition,text_index,party,n_chunks,score_top1,score_top5,score_mean,score_variance,score_range,score_mean_normalized,score_range_normalized,score_variance_normalized,predicted_bias,label_ideology,abs_error
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,334,CDU,5,0.9449,0.9428,0.94414,8.929999999999876e-07,0.0020999999999999908,0.8588133391078413,0.04007633587786241,0.00032522871627527027,6.5,4.7,1.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,68,BÜNDNIS 90/DIE GRÜNEN,5,0.94,0.9371,0.9378399999999999,1.5179999999999055e-06,0.0028999999999999027,0.7223906453009961,0.055343511450379856,0.0005528523978788776,7.0,2.4,4.6
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,683,SPD,5,0.9309,0.9249,0.9275800000000001,4.696999999999816e-06,0.005999999999999894,0.5002165439584262,0.11450381679389104,0.001710637491987577,5.8,2.7,3.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,399,FDP,5,0.9309,0.9269,0.92974,2.8480000000000166e-06,0.0040000000000000036,0.5469900389779141,0.07633587786259544,0.001037235592331454,5.8,4.3,1.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,216,BÜNDNIS 90/DIE GRÜNEN,5,0.9549,0.948,0.9506599999999998,6.5779999999999944e-06,0.006900000000000017,1.0,0.1316793893129774,0.0023956937241419473,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,807,SPD,5,0.9317,0.9262,0.92868,4.396999999999926e-06,0.005499999999999949,0.5240363793850152,0.10496183206106774,0.0016013781248178742,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,87,BÜNDNIS 90/DIE GRÜNEN,5,0.9364,0.9334,0.9349599999999999,1.442999999999983e-06,0.0030000000000000027,0.6600259852750106,0.057251908396946605,0.0005255375560864687,3.5,2.4,1.1
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,539,DIE LINKE,5,0.9357,0.9327,0.9344199999999999,2.0869999999999844e-06,0.0030000000000000027,0.6483326115201385,0.057251908396946716,0.0007600809976108572,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,713,SPD,5,0.9348,0.9293,0.93122,4.506999999999908e-06,0.005499999999999949,0.5790385448246019,0.10496183206106768,0.0016414398927801048,4.5,2.7,1.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,522,DIE LINKE,5,0.945,0.9419,0.94374,1.8430000000000159e-06,0.0030999999999999917,0.8501515807708998,0.059160305343511355,0.0006712167123128087,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,772,SPD,5,0.9437,0.9401,0.94176,2.557999999999968e-06,0.0035999999999999366,0.807275877003035,0.06870229007633466,0.0009316182040673502,4.5,2.7,1.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,435,DIE LINKE,5,0.9451,0.9406,0.9430799999999999,3.7270000000000653e-06,0.0045000000000000595,0.8358596795149424,0.08587786259542096,0.0013573655381388262,1.1,1.3,0.19999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,30,AfD,5,0.9181,0.913,0.91456,4.1280000000000586e-06,0.005099999999999993,0.21827631009094903,0.09732824427480904,0.0015034088922557178,5.8,6.5,0.7000000000000002
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,776,SPD,5,0.9248,0.9237,0.9243399999999999,2.0299999999999082e-07,0.0010999999999999899,0.43005630142918955,0.02099236641221358,7.393217178485785e-05,4.5,2.7,1.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,434,DIE LINKE,5,0.943,0.9402,0.9414999999999999,1.0399999999999263e-06,0.0027999999999999137,0.8016457340840193,0.053435114503815107,0.0003787658061884233,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,39,AfD,5,0.9396,0.936,0.9376,2.7999999999999825e-06,0.0035999999999999366,0.7171935902988326,0.06870229007633466,0.0010197540935842832,6.8,6.5,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,213,BÜNDNIS 90/DIE GRÜNEN,5,0.934,0.932,0.9327,6.700000000000134e-07,0.0020000000000000018,0.6110870506712873,0.038167938931297773,0.00024401258667910321,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,292,BÜNDNIS 90/DIE GRÜNEN,5,0.9456,0.9441,0.9448599999999999,3.8799999999998563e-07,0.0014999999999999458,0.8744045041143365,0.028625954198472248,0.0001413087815395322,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,782,SPD,5,0.9302,0.927,0.9284800000000001,1.4319999999999867e-06,0.0031999999999999806,0.5197055002165469,0.06106870229007594,0.0005215313792902459,,2.7,
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,451,DIE LINKE,5,0.9398,0.9377,0.9384799999999999,7.069999999999986e-07,0.0020999999999999908,0.7362494586401034,0.04007633587786241,0.00025748790863003215,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,205,AfD,5,0.9393,0.9368,0.9380000000000001,1.0300000000000227e-06,0.0025000000000000577,0.7258553486357765,0.0477099236641233,0.00037512382728280166,2.1,6.5,4.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,327,CDU,5,0.9364,0.9341,0.9353400000000001,7.329999999999662e-07,0.0022999999999999687,0.6682546556951093,0.0438931297709918,0.0002669570537847325,3.8,4.7,0.9000000000000004
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,708,SPD,5,0.9256,0.9211,0.9226599999999999,3.5479999999999167e-06,0.0044999999999999485,0.39367691641403096,0.08587786259541885,0.0012921741157274906,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,251,BÜNDNIS 90/DIE GRÜNEN,5,0.9314,0.9288,0.93026,1.0380000000000278e-06,0.0026000000000000467,0.5582503248159385,0.04961832061068794,0.00037803741040732944,,2.4,
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,577,DIE LINKE,5,0.9344,0.9295,0.9314,5.925000000000037e-06,0.0049000000000000155,0.5829363360762251,0.09351145038167963,0.0021578725016024834,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,197,AfD,5,0.9286,0.9255,0.9267199999999999,1.5070000000000167e-06,0.0030999999999999917,0.48159376353399574,0.059160305343511244,0.0005488462210826928,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,345,CSU,5,0.9253,0.9215,0.9229800000000001,2.236999999999999e-06,0.0038000000000000256,0.40060632308358946,0.0725190839694661,0.0008147106811957338,4.5,5.4,0.9000000000000004
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,741,SPD,5,0.9385,0.934,0.93598,4.216999999999896e-06,0.0044999999999999485,0.6821134690342167,0.08587786259541885,0.0015358225045160167,3.8,2.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,339,CDU,5,0.9292,0.9265,0.9275400000000001,1.79800000000002e-06,0.0027000000000000357,0.4993503681247335,0.05152671755725263,0.000654827807237348,6.8,4.7,2.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,706,SPD,5,0.9368,0.9348,0.93568,5.169999999999971e-07,0.0020000000000000018,0.6756171502815081,0.038167938931297773,0.000188290309422527,2.1,2.7,0.6000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,528,DIE LINKE,5,0.9369,0.9323,0.93384,3.357999999999928e-06,0.0045999999999999375,0.6357730619315739,0.0877862595419836,0.0012229765165199912,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,138,AfD,5,0.9459,0.9397,0.9425800000000001,5.2969999999999715e-06,0.006199999999999983,0.825032481593768,0.1183206106870226,0.0019291562263271268,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,353,FDP,5,0.9246,0.9208,0.92242,2.3020000000000146e-06,0.0038000000000000256,0.3884798614118675,0.0725190839694661,0.0008383835440825173,3.5,4.3,0.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,617,SPD,5,0.9355,0.9282,0.9305200000000001,8.821999999999944e-06,0.007299999999999973,0.5638804677349543,0.13931297709923612,0.003212953790571625,3.8,2.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,66,BÜNDNIS 90/DIE GRÜNEN,5,0.9458,0.9409,0.9426399999999999,3.583000000000018e-06,0.0049000000000000155,0.8263317453443059,0.09351145038167963,0.0013049210418973295,6.5,2.4,4.1
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,64,BÜNDNIS 90/DIE GRÜNEN,5,0.9369,0.9336,0.9349599999999999,1.7779999999999405e-06,0.0032999999999999696,0.6600259852750106,0.06297709923664074,0.0006475438494260044,5.8,2.4,3.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,671,SPD,5,0.9395,0.9341,0.9367000000000001,5.134999999999946e-06,0.00539999999999996,0.6977046340407143,0.10305343511450304,0.0018701561680554547,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,140,AfD,5,0.9434,0.9377,0.94012,4.717000000000069e-06,0.005700000000000038,0.7717626678215692,0.10877862595419918,0.001717921449798987,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,23,BÜNDNIS 90/DIE GRÜNEN,5,0.942,0.9394,0.94058,1.276999999999963e-06,0.0025999999999999357,0.7817236899090534,0.04961832061068583,0.00046508070625253637,2.3,2.4,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,110,BÜNDNIS 90/DIE GRÜNEN,5,0.9265,0.9243,0.9254999999999999,7.349999999999601e-07,0.0021999999999999797,0.45517540060632133,0.04198473282442705,0.00026768544956586114,5.8,2.4,3.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,212,AfD,5,0.9351,0.9287,0.9315,7.075000000000163e-06,0.006400000000000072,0.5851017756604604,0.1221374045801541,0.0025767000757532217,6.8,6.5,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,558,DIE LINKE,5,0.9351,0.9341,0.93476,1.579999999999974e-07,0.0010000000000000009,0.6556951061065422,0.019083969465648942,5.7543266709398545e-05,1.1,1.3,0.19999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,240,BÜNDNIS 90/DIE GRÜNEN,5,0.945,0.9359,0.9392799999999999,1.6836999999999883e-05,0.009099999999999997,0.7535729753139887,0.17366412213740456,0.006131999883456632,1.2,2.4,1.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,478,DIE LINKE,5,0.9415,0.9381,0.9401200000000001,2.111999999999947e-06,0.0033999999999999586,0.7717626678215717,0.06488549618320527,0.0007691859448749876,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,214,BÜNDNIS 90/DIE GRÜNEN,5,0.9408,0.9391,0.93972,4.369999999999637e-07,0.0016999999999999238,0.7631009094846277,0.032442748091601636,0.00015915447817724932,6.5,2.4,4.1
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,406,FDP,5,0.9431,0.9372,0.9392199999999999,5.332000000000092e-06,0.005900000000000016,0.7522737115634485,0.11259541984732846,0.001941903152496971,6.8,4.3,2.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,67,BÜNDNIS 90/DIE GRÜNEN,5,0.9381,0.9307,0.9327200000000001,9.517000000000195e-06,0.007400000000000073,0.6115201385881373,0.14122137404580293,0.0034660713245149607,1.2,2.4,1.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,680,SPD,5,0.9153,0.9102,0.9122599999999998,4.2129999999999764e-06,0.005099999999999993,0.16847119965352586,0.09732824427480902,0.0015343657129537817,5.8,2.7,3.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,530,DIE LINKE,5,0.9378,0.936,0.93672,4.669999999999571e-07,0.0017999999999999128,0.6981377219575594,0.034351145038166275,0.0001700804148942216,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,538,DIE LINKE,5,0.9263,0.9218,0.92424,4.183000000000058e-06,0.0045000000000000595,0.4278908618449542,0.08587786259542096,0.0015234397762368367,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,653,SPD,5,0.9215,0.9186,0.91982,1.526999999999967e-06,0.0029000000000000137,0.33217843222174065,0.055343511450381966,0.000556130178893992,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,335,CDU,5,0.9375,0.9348,0.9359,9.75000000000024e-07,0.0027000000000000357,0.6803811173668264,0.05152671755725269,0.0003550929433016823,4.5,4.7,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,496,DIE LINKE,5,0.9351,0.93,0.9318,4.595000000000015e-06,0.005099999999999993,0.5915980944131666,0.09732824427480913,0.0016734893071499416,7.0,1.3,5.7
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,804,SPD,5,0.9348,0.9319,0.9331400000000001,1.4529999999999753e-06,0.0029000000000000137,0.6206149848419263,0.055343511450381855,0.0005291795349921225,3.8,2.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,432,DIE LINKE,5,0.9473,0.9414,0.94346,5.593000000000019e-06,0.005900000000000016,0.8440883499350388,0.11259541984732857,0.002036958801934628,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,569,DIE LINKE,5,0.932,0.9289,0.9300200000000001,1.6770000000001112e-06,0.0031000000000001027,0.553053269813775,0.05916030534351335,0.0006107598624789158,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,801,SPD,5,0.9339,0.9285,0.9309799999999999,4.04699999999991e-06,0.00539999999999996,0.5738414898224337,0.10305343511450299,0.0014739088631198307,1.2,2.7,1.5000000000000002
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,783,SPD,5,0.935,0.9275,0.93148,1.0807000000000085e-05,0.007500000000000062,0.5846686877436129,0.14312977099236757,0.003935886603344822,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,817,SPD,5,0.9273,0.9234,0.92444,2.598000000000003e-06,0.0039000000000000146,0.4322217410134273,0.07442748091603085,0.0009461861196899965,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,546,DIE LINKE,5,0.9375,0.9356,0.93652,7.569999999999876e-07,0.0019000000000000128,0.6938068427890887,0.036259541984733135,0.0002756978031583197,7.0,1.3,5.7
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,381,FDP,5,0.9473,0.9426,0.94568,4.016999999999997e-06,0.0047000000000000375,0.8921611087050694,0.08969465648855035,0.0014629829264028887,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,775,SPD,5,0.933,0.9316,0.9325199999999999,3.3200000000003124e-07,0.0014000000000000679,0.6071892594196617,0.026717557251909718,0.0001209136996678632,4.5,2.7,1.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,261,BÜNDNIS 90/DIE GRÜNEN,5,0.945,0.9389,0.9411799999999999,8.391999999999997e-06,0.006099999999999994,0.7947163274144656,0.11641221374045796,0.0030563486976283426,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,507,DIE LINKE,5,0.9396,0.9358,0.93714,2.1780000000000133e-06,0.0038000000000000256,0.7072325682113484,0.07251908396946616,0.0007932230056523564,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,666,SPD,5,0.9378,0.9339,0.93538,2.2920000000000036e-06,0.0039000000000000146,0.669120831528802,0.07442748091603091,0.0008347415651768577,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,369,FDP,5,0.9338,0.9274,0.9302199999999999,5.78199999999995e-06,0.006399999999999961,0.5573841489822433,0.12213740458015193,0.0021057922032515406,3.2,4.3,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,50,CDU/CSU,5,0.9411,0.9366,0.93894,3.0380000000000614e-06,0.0045000000000000595,0.7462104807275899,0.08587786259542096,0.0011064331915389767,4.2,4.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,97,AfD,5,0.9359,0.933,0.9345399999999999,1.8729999999998875e-06,0.0028999999999999027,0.6509311390212216,0.055343511450379745,0.0006821426490297355,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,777,SPD,5,0.943,0.94,0.9413199999999999,1.6170000000000126e-06,0.0030000000000000027,0.797747942832396,0.057251908396946605,0.0005889079890449316,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,651,SPD,5,0.9409,0.931,0.93422,1.5571999999999803e-05,0.009899999999999909,0.6440017323516702,0.1889312977099219,0.005671289551890842,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,483,DIE LINKE,5,0.9446,0.9411,0.9425399999999999,2.6529999999999206e-06,0.0034999999999999476,0.8241663057600705,0.06679389312976991,0.000966217003671084,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,600,SPD,5,0.9394,0.9361,0.9370799999999999,1.8069999999999884e-06,0.0032999999999999696,0.7059333044608057,0.06297709923664063,0.0006581055882524286,3.5,2.7,0.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,816,SPD,5,0.9343,0.9317,0.93272,9.570000000000213e-07,0.0026000000000000467,0.6115201385881349,0.04961832061068794,0.00034853738127149566,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,33,AfD,5,0.9322,0.928,0.9297600000000001,3.922999999999984e-06,0.0041999999999999815,0.547423126894764,0.08015267175572488,0.0014287483246896993,6.8,6.5,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,31,AfD,5,0.9146,0.9119,0.91334,9.5299999999994e-07,0.0026999999999999247,0.19185794716327462,0.05152671755725047,0.0003470805897092024,7.0,6.5,0.5
